Компания,Город,name,region.y,industry,claims_amount,proceedings_amount,size_cat,employees,income,expenses,lt_debt,st_debt,sales,cgs,commercial,eat,labor_costs,net_profit_margin,ros,year,code_okved,firts_number_okved,okved_name,retained_earnings,short_term_liab,ind,Продукт,Технология
Логика бизнеса,Москва,"ЛОГИКА БИЗНЕСА, ООО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",13363.7,,Малые предприятия,174.0,1881429.0,1536355.0,300000.0,451287.0,1558509.0,1234566.0,7514.0,328627.0,538916.0,0.2109,0.0805,2018,62.09,62.0,Деятельность в области информации и связи,405695000.0,925221000.0,informacionnye_tehnologii,,
Логика бизнеса,Москва,"ЛОГИКА БИЗНЕСА, ООО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",13363.7,,Малые предприятия,133.0,1164043.0,1149768.0,277000.0,602734.0,1138249.0,844438.0,,8590.0,307229.0,0.0075,0.0952,2019,62.09,62.0,Деятельность в области информации и связи,414285000.0,953564000.0,informacionnye_tehnologii,,
Логика бизнеса,Москва,"ЛОГИКА БИЗНЕСА, ООО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",13363.7,,Малые предприятия,110.0,748775.0,731357.0,220300.0,601584.0,744859.0,498781.0,,12481.0,273590.0,0.0168,0.1163,2020,62.09,62.0,Деятельность в области информации и связи,426767000.0,1065845000.0,informacionnye_tehnologii,,
Логика бизнеса,Москва,"ЛОГИКА БИЗНЕСА, ООО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",13363.7,,Малые предприятия,102.0,774994.0,742355.0,217200.0,605033.0,757764.0,549265.0,,28746.0,241716.0,0.0379,0.1215,2021,62.09,62.0,Деятельность в области информации и связи,455514000.0,1218112000.0,informacionnye_tehnologii,,
Логика бизнеса,Москва,"ЛОГИКА БИЗНЕСА, ООО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",13363.7,,Малые предприятия,90.0,826692.0,716892.0,217200.0,608180.0,500490.0,321193.0,,18966.0,220194.0,0.0379,0.1391,2022,62.09,62.0,Деятельность в области информации и связи,485268000.0,1365145000.0,informacionnye_tehnologii,,
Логика бизнеса,Москва,"ЛОГИКА БИЗНЕСА, ООО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",13363662.0,,Малые предприятия,180.0,560965.0,546359.0,95500.0,604520.0,440973.0,274302.0,,14316.0,290030.0,0.0325,0.1789,2023,62.09,62.0,Деятельность в области информации и связи,499584000.0,1294000000.0,informacionnye_tehnologii,,
Логинпром (Логика-Инвестиции-Промышленность),Таганрог,"ЛОГИНПРОМ, ООО",Ростовская область,Производство автомобилей специального назначения,,,Малые предприятия,,,,29782.0,,63789.0,57419.0,,4146.0,,0.065,0.0999,2013,29.10.5,29.0,Обрабатывающие производства,,,transport,,
Логинпром (Логика-Инвестиции-Промышленность),Таганрог,"ЛОГИНПРОМ, ООО",Ростовская область,Производство автомобилей специального назначения,,,Малые предприятия,,,,31792.0,1979.0,75574.0,68966.0,,4722.0,,0.0625,0.0874,2014,29.10.5,29.0,Обрабатывающие производства,,,transport,,
Логинпром (Логика-Инвестиции-Промышленность),Таганрог,"ЛОГИНПРОМ, ООО",Ростовская область,Производство автомобилей специального назначения,,,Малые предприятия,,,,31368.0,,80959.0,80481.0,,74.0,,0.0009,0.0059,2015,29.10.5,29.0,Обрабатывающие производства,,,transport,,
Логинпром (Логика-Инвестиции-Промышленность),Таганрог,"ЛОГИНПРОМ, ООО",Ростовская область,Производство автомобилей специального назначения,,,Малые предприятия,,,,31367.0,,139414.0,127651.0,,9177.0,,0.0658,0.0844,2016,29.10.5,29.0,Обрабатывающие производства,,,transport,,
Логинпром (Логика-Инвестиции-Промышленность),Таганрог,"ЛОГИНПРОМ, ООО",Ростовская область,Производство автомобилей специального назначения,,,Малые предприятия,85,217687.0,204016.0,31367.0,16745.0,215663.0,180509.0,12118.0,10937.0,5840.0,0.0507,0.0737,2017,29.10.5,29.0,Обрабатывающие производства,,,transport,,
Логинпром (Логика-Инвестиции-Промышленность),Таганрог,"ЛОГИНПРОМ, ООО",Ростовская область,Производство автомобилей специального назначения,,,Малые предприятия,89,190157.0,189108.0,23767.0,56377.0,187704.0,160466.0,8946.0,839.0,12437.0,0.0045,0.0343,2018,29.10.5,29.0,Обрабатывающие производства,25676000.0,71584000.0,transport,,
Логинпром (Логика-Инвестиции-Промышленность),Таганрог,"ЛОГИНПРОМ, ООО",Ростовская область,Производство автомобилей специального назначения,,,Малые предприятия,79,252985.0,252686.0,23767.0,76420.0,249064.0,215230.0,15056.0,207.0,24594.0,0.0008,0.024,2019,29.10.5,29.0,Обрабатывающие производства,25916000.0,91346000.0,transport,,
Логинпром (Логика-Инвестиции-Промышленность),Таганрог,"ЛОГИНПРОМ, ООО",Ростовская область,Производство автомобилей специального назначения,,,Малые предприятия,83,256470.0,254420.0,23767.0,81268.0,251401.0,212640.0,15299.0,1678.0,26022.0,0.0067,0.0362,2020,29.10.5,29.0,Обрабатывающие производства,27595000.0,100385000.0,transport,1С:ERP Управление предприятием 2,"ERP,SaaS"
Логинпром (Логика-Инвестиции-Промышленность),Таганрог,"ЛОГИНПРОМ, ООО",Ростовская область,Производство автомобилей специального назначения,,,Малые предприятия,81,299350.0,277207.0,24295.0,90972.0,295552.0,249026.0,6587.0,14877.0,25239.0,0.0503,0.1078,2021,29.10.5,29.0,Обрабатывающие производства,48743000.0,130356000.0,transport,,
Логинпром (Логика-Инвестиции-Промышленность),Таганрог,"ЛОГИНПРОМ, ООО",Ростовская область,Производство автомобилей специального назначения,,,Малые предприятия,76,544249.0,505334.0,43895.0,35947.0,502066.0,437072.0,8439.0,30405.0,23245.0,0.0606,0.0964,2022,29.10.5,29.0,Обрабатывающие производства,79149000.0,99093000.0,transport,,
Логинпром (Логика-Инвестиции-Промышленность),Таганрог,"ЛОГИНПРОМ, ООО",Ростовская область,Производство автомобилей специального назначения,,,Малые предприятия,87,599748.0,515728.0,38815.0,100652.0,591645.0,474161.0,10293.0,66683.0,57473.0,0.1127,0.1537,2023,29.10.5,29.0,Обрабатывающие производства,145832000.0,253310000.0,transport,,
Логистик Л7,Пермь,"ЛОГИСТИК Л7, ООО",Пермский край,Деятельность автомобильного грузового транспорта и услуги по перевозкам,,,Средние предприятия,,,,,38529.0,207522.0,218897.0,,-10537.0,42680.0,-0.0508,-0.0827,2013,49.4,49.0,Транспортировка и хранение,,,logistika,,
Логистик Л7,Пермь,"ЛОГИСТИК Л7, ООО",Пермский край,Деятельность автомобильного грузового транспорта и услуги по перевозкам,,,Средние предприятия,,,,,36464.0,241082.0,232262.0,,6034.0,46106.0,0.025,0.0174,2014,49.4,49.0,Транспортировка и хранение,,,logistika,,
Логистик Л7,Пермь,"ЛОГИСТИК Л7, ООО",Пермский край,Деятельность автомобильного грузового транспорта и услуги по перевозкам,,,Средние предприятия,,,,,34891.0,229841.0,223882.0,,761.0,44727.0,0.0033,-0.0001,2015,49.4,49.0,Транспортировка и хранение,,,logistika,,
Логистик Л7,Пермь,"ЛОГИСТИК Л7, ООО",Пермский край,Деятельность автомобильного грузового транспорта и услуги по перевозкам,,,Средние предприятия,,,,40000.0,2087.0,353683.0,321528.0,,12936.0,56475.0,0.0366,0.0452,2016,49.4,49.0,Транспортировка и хранение,,,logistika,,
Логистик Л7,Пермь,"ЛОГИСТИК Л7, ООО",Пермский край,Деятельность автомобильного грузового транспорта и услуги по перевозкам,,,Средние предприятия,437.0,528182.0,513179.0,,62468.0,519730.0,480184.0,,11682.0,75785.0,0.0225,0.0368,2017,49.4,49.0,Транспортировка и хранение,,,logistika,,
Логистик Л7,Пермь,"ЛОГИСТИК Л7, ООО",Пермский край,Деятельность автомобильного грузового транспорта и услуги по перевозкам,,,Средние предприятия,435.0,663420.0,644444.0,49396.0,55541.0,657692.0,602817.0,,14926.0,113983.0,0.0227,0.0356,2018,49.4,49.0,Транспортировка и хранение,29254000.0,140838000.0,logistika,EME.WMS,WMS
Логистик Л7,Пермь,"ЛОГИСТИК Л7, ООО",Пермский край,Деятельность автомобильного грузового транспорта и услуги по перевозкам,,,Средние предприятия,430.0,1016528.0,1003865.0,3001.0,215538.0,999344.0,965815.0,,9561.0,128232.0,0.0096,0.0168,2019,49.4,49.0,Транспортировка и хранение,38815000.0,379101000.0,logistika,,
Логистик Л7,Пермь,"ЛОГИСТИК Л7, ООО",Пермский край,Деятельность автомобильного грузового транспорта и услуги по перевозкам,,,Средние предприятия,520.0,966444.0,957643.0,48000.0,230609.0,960849.0,912067.0,,6449.0,149437.0,0.0067,0.0261,2020,49.4,49.0,Транспортировка и хранение,45264000.0,357499000.0,logistika,,
Логистик Л7,Пермь,"ЛОГИСТИК Л7, ООО",Пермский край,Деятельность автомобильного грузового транспорта и услуги по перевозкам,,,Средние предприятия,557.0,1465301.0,1364906.0,,261647.0,1396610.0,1327976.0,,92524.0,166893.0,0.0662,0.0356,2021,49.4,49.0,Транспортировка и хранение,137788000.0,437591000.0,logistika,,
Логистик Л7,Пермь,"ЛОГИСТИК Л7, ООО",Пермский край,Деятельность автомобильного грузового транспорта и услуги по перевозкам,,,Средние предприятия,384.0,1361022.0,1297651.0,,16781.0,1247579.0,1100286.0,,48543.0,149243.0,0.0389,0.097,2022,49.4,49.0,Транспортировка и хранение,202073000.0,215176000.0,logistika,,
Логистик Л7,Пермь,"ЛОГИСТИК Л7, ООО",Пермский край,Деятельность автомобильного грузового транспорта и услуги по перевозкам,,,Средние предприятия,234.0,1229087.0,1140414.0,,47141.0,1177391.0,1069043.0,,70615.0,103830.0,0.06,0.0649,2023,49.4,49.0,Транспортировка и хранение,272688000.0,255358000.0,logistika,,
Локомотивтранссервис,Москва,"ЛОКОМОТИВТРАНССЕРВИС, АО",Москва,"Деятельность вспомогательная, связанная с железнодорожным транспортом",,,Средние предприятия,,,,628743.0,144146.0,1888079.0,1451445.0,,197373.0,338501.0,0.1045,0.1426,2013,52.21.1,52.0,Транспортировка и хранение,,,transport,,
Локомотивтранссервис,Москва,"ЛОКОМОТИВТРАНССЕРВИС, АО",Москва,"Деятельность вспомогательная, связанная с железнодорожным транспортом",,,Средние предприятия,,,,694026.0,189654.0,1489052.0,952456.0,,156156.0,327652.0,0.1049,0.2157,2014,52.21.1,52.0,Транспортировка и хранение,,,transport,,
Локомотивтранссервис,Москва,"ЛОКОМОТИВТРАНССЕРВИС, АО",Москва,"Деятельность вспомогательная, связанная с железнодорожным транспортом",,,Средние предприятия,,,,1005943.0,514951.0,1681610.0,1000759.0,,158324.0,650243.0,0.0942,0.2467,2015,52.21.1,52.0,Транспортировка и хранение,,,transport,,
Локомотивтранссервис,Москва,"ЛОКОМОТИВТРАНССЕРВИС, АО",Москва,"Деятельность вспомогательная, связанная с железнодорожным транспортом",,,Средние предприятия,,,,538459.0,461958.0,1241282.0,738414.0,,107519.0,494474.0,0.0866,0.2211,2016,52.21.1,52.0,Транспортировка и хранение,,,transport,,
Локомотивтранссервис,Москва,"ЛОКОМОТИВТРАНССЕРВИС, АО",Москва,"Деятельность вспомогательная, связанная с железнодорожным транспортом",,,Средние предприятия,,1329459.0,1055945.0,392953.0,623473.0,1279525.0,672262.0,,217678.0,585010.0,0.1701,0.2831,2017,52.21.1,52.0,Транспортировка и хранение,,,transport,,
Локомотивтранссервис,Москва,"ЛОКОМОТИВТРАНССЕРВИС, АО",Москва,"Деятельность вспомогательная, связанная с железнодорожным транспортом",,,Средние предприятия,,1394134.0,1241756.0,381936.0,519357.0,1385062.0,781210.0,,105190.0,646890.0,0.0759,0.2626,2018,52.21.1,52.0,Транспортировка и хранение,313422000.0,695345000.0,transport,,
Локомотивтранссервис,Москва,"ЛОКОМОТИВТРАНССЕРВИС, АО",Москва,"Деятельность вспомогательная, связанная с железнодорожным транспортом",,,Средние предприятия,,1473979.0,1456221.0,360985.0,668766.0,1434200.0,899727.0,,21828.0,731047.0,0.0152,0.2047,2019,52.21.1,52.0,Транспортировка и хранение,264150000.0,813822000.0,transport,TrueConf Server,"SaaS,Видеоконференцсвязь"
Локомотивтранссервис,Москва,"ЛОКОМОТИВТРАНССЕРВИС, АО",Москва,"Деятельность вспомогательная, связанная с железнодорожным транспортом",,,Средние предприятия,,1322434.0,1194162.0,198800.0,634269.0,1303397.0,839365.0,,92843.0,658024.0,0.0712,0.1603,2020,52.21.1,52.0,Транспортировка и хранение,346313000.0,779687000.0,transport,,
Локомотивтранссервис,Москва,"ЛОКОМОТИВТРАНССЕРВИС, АО",Москва,"Деятельность вспомогательная, связанная с железнодорожным транспортом",,,Средние предприятия,,1285067.0,1298441.0,81435.0,552619.0,1283554.0,924919.0,,-11695.0,653494.0,-0.0091,0.0842,2021,52.21.1,52.0,Транспортировка и хранение,331618000.0,690944000.0,transport,,
Локомотивтранссервис,Москва,"ЛОКОМОТИВТРАНССЕРВИС, АО",Москва,"Деятельность вспомогательная, связанная с железнодорожным транспортом",,,Средние предприятия,,1334454.0,1269326.0,,392080.0,1333237.0,935617.0,,51075.0,689599.0,0.0383,0.1006,2022,52.21.1,52.0,Транспортировка и хранение,493082000.0,557160000.0,transport,,
Локомотивтранссервис,Москва,"ЛОКОМОТИВТРАНССЕРВИС, АО",Москва,"Деятельность вспомогательная, связанная с железнодорожным транспортом",,,Средние предприятия,974,1551317.0,1161278.0,,129124.0,1523224.0,945907.0,,310966.0,747248.0,0.2041,0.2618,2023,52.21.1,52.0,Транспортировка и хранение,702048000.0,275144000.0,transport,,
Локотранс,Ярославль,"ЛОКОТРАНС, ЗАО",Ярославская область,"Деятельность вспомогательная прочая, связанная с перевозками",8.3,,Средние предприятия,,,,200769.0,7374.0,749922.0,635211.0,1692.0,63017.0,50143.0,0.084,0.1507,2013,52.29,52.0,Транспортировка и хранение,,,logistika,,
Локотранс,Ярославль,"ЛОКОТРАНС, ЗАО",Ярославская область,"Деятельность вспомогательная прочая, связанная с перевозками",8.3,,Средние предприятия,,,,263080.0,12860.0,737876.0,654052.0,515.0,55492.0,29280.0,0.0752,0.1129,2014,52.29,52.0,Транспортировка и хранение,,,logistika,,
Локотранс,Ярославль,"ЛОКОТРАНС, ЗАО",Ярославская область,"Деятельность вспомогательная прочая, связанная с перевозками",8.3,,Средние предприятия,,,,,13265.0,797742.0,733723.0,762.0,21740.0,25757.0,0.0273,0.0793,2015,52.29,52.0,Транспортировка и хранение,,,logistika,,
Локотранс,Ярославль,"ЛОКОТРАНС, ЗАО",Ярославская область,"Деятельность вспомогательная прочая, связанная с перевозками",8.3,,Средние предприятия,,,,264028.0,17916.0,928450.0,773147.0,5765.0,130203.0,27409.0,0.1402,0.1611,2016,52.29,52.0,Транспортировка и хранение,,,logistika,,
Локотранс,Ярославль,"ЛОКОТРАНС, ЗАО",Ярославская область,"Деятельность вспомогательная прочая, связанная с перевозками",8.3,,Средние предприятия,74.0,1453125.0,1067826.0,1110194.0,21534.0,1357284.0,897794.0,16951.0,280982.0,35884.0,0.207,0.326,2017,52.29,52.0,Транспортировка и хранение,,,logistika,,
Локотранс,Ярославль,"ЛОКОТРАНС, ЗАО",Ярославская область,"Деятельность вспомогательная прочая, связанная с перевозками",8.3,,Средние предприятия,73.0,2323078.0,1745772.0,901938.0,19230.0,1720700.0,1094176.0,27538.0,476118.0,49707.0,0.2767,0.3481,2018,52.29,52.0,Транспортировка и хранение,1212182000.0,174876000.0,logistika,,
Локотранс,Ярославль,"ЛОКОТРАНС, ЗАО",Ярославская область,"Деятельность вспомогательная прочая, связанная с перевозками",8.3,,Средние предприятия,71.0,1771373.0,1104313.0,634258.0,13281.0,1607847.0,965463.0,155.0,534809.0,77734.0,0.3326,0.3994,2019,52.29,52.0,Транспортировка и хранение,1716991000.0,109376000.0,logistika,,
Локотранс,Ярославль,"ЛОКОТРАНС, ЗАО",Ярославская область,"Деятельность вспомогательная прочая, связанная с перевозками",8.3,,Средние предприятия,72.0,1987083.0,1489606.0,696900.0,20733.0,1389097.0,975497.0,161.0,407583.0,71408.0,0.2934,0.2976,2020,52.29,52.0,Транспортировка и хранение,2024574000.0,138072000.0,logistika,,
Локотранс,Ярославль,"ЛОКОТРАНС, ЗАО",Ярославская область,"Деятельность вспомогательная прочая, связанная с перевозками",8.3,,Средние предприятия,74.0,1980605.0,1301180.0,718149.0,33277.0,1466297.0,836321.0,,542543.0,81087.0,0.37,0.3661,2021,52.29,52.0,Транспортировка и хранение,2567117000.0,100923000.0,logistika,,
Локотранс,Ярославль,"ЛОКОТРАНС, ЗАО",Ярославская область,"Деятельность вспомогательная прочая, связанная с перевозками",8.3,,Средние предприятия,72.0,2230833.0,1179954.0,774769.0,71846.0,1814657.0,867776.0,,837849.0,91929.0,0.4617,0.467,2022,52.29,52.0,Транспортировка и хранение,3404966000.0,159868000.0,logistika,А-Реал Консалтинг: Интернет-шлюз ИКС,"ИБ - Антивирусы,ИБ - Антиспам,ИБ - Межсетевые экраны,ИБ - Предотвращения утечек информации"
Локотранс,Ярославль,"ЛОКОТРАНС, ЗАО",Ярославская область,"Деятельность вспомогательная прочая, связанная с перевозками",5711.0,0.0,Средние предприятия,71.0,2805125.0,1766397.0,405845.0,5870.0,1816547.0,965898.0,,830035.0,125576.0,0.4569,0.4112,2023,52.29,52.0,Транспортировка и хранение,3635001000.0,214361000.0,logistika,,
Лорус Эс Си Эм (Lorus SCM),Москва,"ЛОРУС ЭС СИ ЭМ, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",90591.4,1982178.0,Средние предприятия,,,,,,,,,,,,,2013,52.29,52.0,Транспортировка и хранение,,,logistika,,
Лорус Эс Си Эм (Lorus SCM),Москва,"ЛОРУС ЭС СИ ЭМ, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",90591.4,1982178.0,Средние предприятия,,,,,,,,,-19303.0,12690.0,,,2014,52.29,52.0,Транспортировка и хранение,,,logistika,,
Лорус Эс Си Эм (Lorus SCM),Москва,"ЛОРУС ЭС СИ ЭМ, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",90591.4,1982178.0,Средние предприятия,,,,,,2650919.0,2430935.0,,37704.0,117448.0,0.0142,0.0317,2015,52.29,52.0,Транспортировка и хранение,,,logistika,,
Лорус Эс Си Эм (Lorus SCM),Москва,"ЛОРУС ЭС СИ ЭМ, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",90591.4,1982178.0,Средние предприятия,,,,,,3671893.0,3101018.0,,400423.0,113618.0,0.1091,0.1166,2016,52.29,52.0,Транспортировка и хранение,,,logistika,,
Лорус Эс Си Эм (Lorus SCM),Москва,"ЛОРУС ЭС СИ ЭМ, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",90591.4,1982178.0,Средние предприятия,131.0,5214019.0,4576149.0,,,5177695.0,4335576.0,,508691.0,184871.0,0.0982,0.1192,2017,52.29,52.0,Транспортировка и хранение,,,logistika,,
Лорус Эс Си Эм (Lorus SCM),Москва,"ЛОРУС ЭС СИ ЭМ, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",90591.4,1982178.0,Средние предприятия,184.0,7224761.0,6565267.0,,331227.0,7201835.0,6139578.0,,524184.0,320700.0,0.0728,0.0962,2018,52.29,52.0,Транспортировка и хранение,180947000.0,1431247000.0,logistika,,
Лорус Эс Си Эм (Lorus SCM),Москва,"ЛОРУС ЭС СИ ЭМ, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",90591.4,1982178.0,Средние предприятия,312.0,8866147.0,8132793.0,,328543.0,8775767.0,7551892.0,,576001.0,368633.0,0.0656,0.0981,2019,52.29,52.0,Транспортировка и хранение,579193000.0,1359559000.0,logistika,Vezubr,"SCM,SRM"
Лорус Эс Си Эм (Lorus SCM),Москва,"ЛОРУС ЭС СИ ЭМ, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",90591.4,1982178.0,Средние предприятия,232.0,7022122.0,6566302.0,,458776.0,6874888.0,5951963.0,,362452.0,373273.0,0.0527,0.0739,2020,52.29,52.0,Транспортировка и хранение,613531000.0,1525518000.0,logistika,SimpleOne ESM Платформа автоматизации сервисных бизнес-процессов,BPM
Лорус Эс Си Эм (Lorus SCM),Москва,"ЛОРУС ЭС СИ ЭМ, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",90591.4,1982178.0,Средние предприятия,216.0,8122672.0,8022619.0,,48956.0,8051693.0,7280973.0,,78545.0,282043.0,0.0098,0.0363,2021,52.29,52.0,Транспортировка и хранение,392076000.0,1448283000.0,logistika,,
Лорус Эс Си Эм (Lorus SCM),Москва,"ЛОРУС ЭС СИ ЭМ, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",90591.4,1982178.0,Средние предприятия,50.0,1775954.0,1747079.0,,22116.0,1047150.0,669081.0,,17306.0,110899.0,0.0165,0.1843,2022,52.29,52.0,Транспортировка и хранение,409382000.0,764519000.0,logistika,logijet: Цифровая логистическая платформа,"SaaS,Логистическая информационная система"
Лорус Эс Си Эм (Lorus SCM),Москва,"ЛОРУС ЭС СИ ЭМ, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",,55625.0,Средние предприятия,,,,,,,,,,,,,2023,52.29,52.0,Транспортировка и хранение,,,logistika,,
Луком - А,Москва,"ЛУКОМ-А, ООО АГЕНТСТВО",Москва,"Деятельность охранных служб, в том числе частных",,,Средние предприятия,,,,88300.0,18.0,1258193.0,663755.0,,287105.0,622034.0,0.2282,0.1353,2013,80.1,80.0,Деятельность административная и сопутствующие дополнительные услуги,,,konsalting,,
Луком - А,Москва,"ЛУКОМ-А, ООО АГЕНТСТВО",Москва,"Деятельность охранных служб, в том числе частных",,,Средние предприятия,,,,,48.0,1387509.0,774152.0,,439127.0,742632.0,0.3165,0.0251,2014,80.1,80.0,Деятельность административная и сопутствующие дополнительные услуги,,,konsalting,,
Луком - А,Москва,"ЛУКОМ-А, ООО АГЕНТСТВО",Москва,"Деятельность охранных служб, в том числе частных",,,Средние предприятия,,,,,,1427827.0,799488.0,,494278.0,764368.0,0.3462,0.0231,2015,80.1,80.0,Деятельность административная и сопутствующие дополнительные услуги,,,konsalting,,
Луком - А,Москва,"ЛУКОМ-А, ООО АГЕНТСТВО",Москва,"Деятельность охранных служб, в том числе частных",,,Средние предприятия,,,,,49000.0,1513481.0,871291.0,,406576.0,846940.0,0.2686,0.0012,2016,80.1,80.0,Деятельность административная и сопутствующие дополнительные услуги,,,konsalting,TrueConf Server,"SaaS,Видеоконференцсвязь"
Луком - А,Москва,"ЛУКОМ-А, ООО АГЕНТСТВО",Москва,"Деятельность охранных служб, в том числе частных",,,Средние предприятия,604.0,2055630.0,1690539.0,49000.0,,1661147.0,983324.0,,308758.0,1211844.0,0.1859,0.0164,2017,80.1,80.0,Деятельность административная и сопутствующие дополнительные услуги,,,konsalting,,
Луком - А,Москва,"ЛУКОМ-А, ООО АГЕНТСТВО",Москва,"Деятельность охранных служб, в том числе частных",,,Средние предприятия,635.0,2837060.0,2195324.0,39200.0,,1779658.0,1048889.0,,555886.0,1246369.0,0.3124,0.0205,2018,80.1,80.0,Деятельность административная и сопутствующие дополнительные услуги,526469000.0,328516000.0,konsalting,,
Луком - А,Москва,"ЛУКОМ-А, ООО АГЕНТСТВО",Москва,"Деятельность охранных служб, в том числе частных",,,Средние предприятия,615.0,2553261.0,2070203.0,29400.0,,1751639.0,1046431.0,,410884.0,1351701.0,0.2346,0.0249,2019,80.1,80.0,Деятельность административная и сопутствующие дополнительные услуги,511053000.0,377004000.0,konsalting,,
Луком - А,Москва,"ЛУКОМ-А, ООО АГЕНТСТВО",Москва,"Деятельность охранных служб, в том числе частных",,,Средние предприятия,598.0,2660472.0,2033951.0,19600.0,,1744328.0,1104828.0,,548408.0,1283084.0,0.3144,0.0348,2020,80.1,80.0,Деятельность административная и сопутствующие дополнительные услуги,922461000.0,1080776000.0,konsalting,Comindware Platform (ранее Comindware Business Application Platform),"BPM,CRM,SaaS,СЭД"
Луком - А,Москва,"ЛУКОМ-А, ООО АГЕНТСТВО",Москва,"Деятельность охранных служб, в том числе частных",,,Средние предприятия,553.0,3296964.0,2358982.0,9800.0,644.0,1669270.0,1139159.0,,884086.0,1222946.0,0.5296,0.0233,2021,80.1,80.0,Деятельность административная и сопутствующие дополнительные услуги,1806548000.0,358080000.0,konsalting,,
Луком - А,Москва,"ЛУКОМ-А, ООО АГЕНТСТВО",Москва,"Деятельность охранных служб, в том числе частных",,,Средние предприятия,547.0,2722859.0,3220528.0,100000.0,6950.0,1829635.0,1222992.0,,-561055.0,1318896.0,-0.3066,0.0379,2022,80.1,80.0,Деятельность административная и сопутствующие дополнительные услуги,1083709000.0,355060000.0,konsalting,,
Луком - А,Москва,"ЛУКОМ-А, ООО АГЕНТСТВО",Москва,"Деятельность охранных служб, в том числе частных",,0.0,Крупные предприятия,590.0,3753241.0,3018502.0,,,2493753.0,1737435.0,,610866.0,1706779.0,0.245,0.0348,2023,80.1,80.0,Деятельность административная и сопутствующие дополнительные услуги,1166664000.0,433804000.0,konsalting,,
МДМ (Делай Мебель),Москва,"МДМ, АО",Москва,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,,,Малые предприятия,,,,,,404410.0,,,37720.0,86379.0,0.0933,0.1602,2013,68.20.2,68.0,Деятельность по операциям с недвижимым имуществом,,,torgovlya,,
МДМ (Делай Мебель),Москва,"МДМ, АО",Москва,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,,,Малые предприятия,,,,,,436136.0,12.0,,55396.0,71490.0,0.127,0.1908,2014,68.20.2,68.0,Деятельность по операциям с недвижимым имуществом,,,torgovlya,,
МДМ (Делай Мебель),Москва,"МДМ, АО",Москва,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,,,Малые предприятия,,,,,,483073.0,288876.0,,53749.0,62566.0,0.1113,0.2176,2015,68.20.2,68.0,Деятельность по операциям с недвижимым имуществом,,,torgovlya,,
МДМ (Делай Мебель),Москва,"МДМ, АО",Москва,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,,,Малые предприятия,,,,,,487464.0,362507.0,,16823.0,57479.0,0.0345,0.1191,2016,68.20.2,68.0,Деятельность по операциям с недвижимым имуществом,,,torgovlya,,
МДМ (Делай Мебель),Москва,"МДМ, АО",Москва,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,,,Малые предприятия,45.0,545783.0,454662.0,,,535646.0,354834.0,,69497.0,62445.0,0.1297,0.1901,2017,68.20.2,68.0,Деятельность по операциям с недвижимым имуществом,,,torgovlya,,
МДМ (Делай Мебель),Москва,"МДМ, АО",Москва,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,,,Малые предприятия,46.0,606920.0,529614.0,,,585845.0,401813.0,,56756.0,65583.0,0.0969,0.1567,2018,68.20.2,68.0,Деятельность по операциям с недвижимым имуществом,358127000.0,87653000.0,torgovlya,,
МДМ (Делай Мебель),Москва,"МДМ, АО",Москва,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,,,Малые предприятия,45.0,628692.0,540592.0,,,621704.0,384522.0,,63977.0,102787.0,0.1029,0.2491,2019,68.20.2,68.0,Деятельность по операциям с недвижимым имуществом,412499000.0,78943000.0,torgovlya,,
МДМ (Делай Мебель),Москва,"МДМ, АО",Москва,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,,,Малые предприятия,31.0,452743.0,406358.0,,,385091.0,300971.0,,33841.0,67245.0,0.0879,0.032,2020,68.20.2,68.0,Деятельность по операциям с недвижимым имуществом,566042000.0,52161000.0,torgovlya,,
